arg_id,prev_arg_id,arg,error
Depth5_224,Depth4_176,"no, the reality is that any amount of government involvement will not be able to reassure or convince the children of the poor to take out loans that represent years of income in the houses they were raised.",
Depth5_225,Depth4_176,The government's assessment of student circumstances isn't relevant if students from less fortunate financial situations doesn't apply for the loans or to University in the first place.,
Depth5_226,Depth4_176,"This adds in an unnecessary layer of beurocracy, and therefore another layer of costs. If the goal is to get the most cost effective solution to the current situation, then a direct payment from Government, to the Universities, is the most cost effective solution, rather than offering loans to students. ",y
Depth5_227,Depth4_176,students want to learn not create lots of debt for themselves depending on their situation ,
Depth5_228,Depth4_176,Every family has different circumstances and assessing it doesn't always show who needs the money and who can afford it. I know people who were not entitled to a loan based on their parents' income but the child had to pay it themselves. Other people get a loan but don't really need it.,
Depth5_229,Depth4_186,"But isn't it better to start your adult life on a blank canvas, rather than asking people to pay money back as their careers progress? The implications of debt are massive and starting your life with such large ones seems almost neglectful to mental health.",
Depth5_230,Depth4_186,"but in other countries they take a different view, in countries like Germany education is viewed as more of an academic and vocational decision than a question of money. Smothering education in money is no way to really encourage a good relationship with academia.",
Depth5_231,Depth4_186,"The number of graduates finding work is growing smaller and smaller, meaning that students are not necessarily going to find themselves in positions to easily pay off their student loans.",
Depth5_232,Depth4_186,"This would put students under too much pressure - not only must they work hard and graduate, they must also work hard in the little amount of free time that they have, in order to help pay for the privilege of graduating. The goal should be to allow all students, the time that they need to get the most out of their education. ",
Depth5_233,Depth4_186,students are still in education and the government should want to pay for the future of this country ,
